ID,Competitor Name,Sex,Age,Age Grouping,Height,Weight,Nation Code,Year,Sport,Event,Medal
776,Paul Adam,Male,49,Over 30,NULL,NULL,FRA,1912,Art Competitions,Art Competitions Mixed Literature,Not Registered
777,Pierre Louis Eugne Adam,Male,24,18-25,NULL,NULL,FRA,1948,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
778,Sndor dm,Male,20,18-25,NULL,NULL,HUN,1912,Water Polo,Water Polo Men's Water Polo,Not Registered
779,Shuaib Adam,Male,30,25-30,175,80,KEN,1984,Shooting,"Shooting Men's Free Pistol, 50 metres",Not Registered
779,Shuaib Adam,Male,35,Over 30,175,80,KEN,1988,Shooting,"Shooting Men's Air Pistol, 10 metres",Not Registered
779,Shuaib Adam,Male,35,Over 30,175,80,KEN,1988,Shooting,"Shooting Men's Free Pistol, 50 metres",Not Registered
779,Shuaib Adam,Male,38,Over 30,175,80,KEN,1992,Shooting,"Shooting Men's Air Pistol, 10 metres",Not Registered
779,Shuaib Adam,Male,38,Over 30,175,80,KEN,1992,Shooting,"Shooting Men's Free Pistol, 50 metres",Not Registered
780,Tony Adam,Male,18,18-25,169,61,GER,2004,Diving,Diving Men's Platform,Not Registered
781,Ahmed Adam Salah,Male,30,25-30,154,64,SUD,1996,Athletics,Athletics Men's Marathon,Not Registered
782,Samba Adama,Male,32,Over 30,175,82,MTN,1988,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Not Registered
782,Samba Adama,Male,32,Over 30,175,82,MTN,1988,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Not Registered
783,Stefan Adamczak,Male,31,Over 30,175,73,POL,1924,Athletics,Athletics Men's Pole Vault,Not Registered
784,Matthias Adamczewski,Male,30,25-30,187,77,FRG,1988,Sailing,Sailing Mixed Three Person Keelboat,Not Registered
785,Dariusz Adamczuk,Male,22,18-25,179,78,POL,1992,Football,Football Men's Football,Silver
786,Adam Eucharyst Adamczyk,Male,21,18-25,173,80,POL,1972,Judo,Judo Men's Middleweight,Not Registered
786,Adam Eucharyst Adamczyk,Male,25,18-25,173,80,POL,1976,Judo,Judo Men's Middleweight,Not Registered
787,Edward Adamczyk,Male,26,25-30,190,83,POL,1948,Athletics,Athletics Men's Long Jump,Not Registered
787,Edward Adamczyk,Male,26,25-30,190,83,POL,1948,Athletics,Athletics Men's Decathlon,Not Registered
788,Lubo Adamec,Male,29,25-30,184,77,TCH,1988,Shooting,Shooting Mixed Skeet,Not Registered
788,Lubo Adamec,Male,33,Over 30,184,77,TCH,1992,Shooting,Shooting Mixed Skeet,Not Registered
789,Petr Adamec,Male,20,18-25,187,87,TCH,1980,Swimming,Swimming Men's 200 metres Freestyle,Not Registered
789,Petr Adamec,Male,20,18-25,187,87,TCH,1980,Swimming,Swimming Men's 400 metres Freestyle,Not Registered
789,Petr Adamec,Male,20,18-25,187,87,TCH,1980,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Not Registered
790,Mara Teresa Adames,Female,18,18-25,160,52,MEX,1960,Diving,Diving Women's Springboard,Not Registered
790,Mara Teresa Adames,Female,18,18-25,160,52,MEX,1960,Diving,Diving Women's Platform,Not Registered
791,Luigi Adami,Male,47,Over 30,NULL,NULL,ITA,1948,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Not Registered
793,Panagiotis Adamidis,Male,18,18-25,NULL,NULL,GRE,1996,Swimming,Swimming Men's 100 metres Backstroke,Not Registered
793,Panagiotis Adamidis,Male,18,18-25,NULL,NULL,GRE,1996,Swimming,Swimming Men's 200 metres Backstroke,Not Registered
795,Tomasz Adamiec,Male,26,25-30,171,69.5,POL,2008,Judo,Judo Men's Half-Lightweight,Not Registered
795,Tomasz Adamiec,Male,30,25-30,171,69.5,POL,2012,Judo,Judo Men's Lightweight,Not Registered
796,"Sabine Heidrun Adamik (Picken-, -Bothe)",Female,32,Over 30,172,68,GER,1992,Handball,Handball Women's Handball,Not Registered
797,Zoltn Adamik,Male,23,18-25,175,71,HUN,1952,Athletics,Athletics Men's 400 metres,Not Registered
797,Zoltn Adamik,Male,23,18-25,175,71,HUN,1952,Athletics,Athletics Men's 4 x 400 metres Relay,Not Registered
798,Pirouz Adamiyat,Male,23,18-25,190,80,IRI,1972,Fencing,"Fencing Men's epee, Individual",Not Registered
799,Nafissatou Moussa Adamou,Female,14,Under 18,172,72,NIG,2012,Swimming,Swimming Women's 50 metres Freestyle,Not Registered
800,Georgi Mirchev Adamov,Male,25,18-25,173,64,BUL,1964,Gymnastics,Gymnastics Men's Individual All-Around,Not Registered
800,Georgi Mirchev Adamov,Male,25,18-25,173,64,BUL,1964,Gymnastics,Gymnastics Men's Team All-Around,Not Registered
800,Georgi Mirchev Adamov,Male,25,18-25,173,64,BUL,1964,Gymnastics,Gymnastics Men's Floor Exercise,Not Registered
800,Georgi Mirchev Adamov,Male,25,18-25,173,64,BUL,1964,Gymnastics,Gymnastics Men's Horse Vault,Not Registered
800,Georgi Mirchev Adamov,Male,25,18-25,173,64,BUL,1964,Gymnastics,Gymnastics Men's Parallel Bars,Not Registered
800,Georgi Mirchev Adamov,Male,25,18-25,173,64,BUL,1964,Gymnastics,Gymnastics Men's Horizontal Bar,Not Registered
800,Georgi Mirchev Adamov,Male,25,18-25,173,64,BUL,1964,Gymnastics,Gymnastics Men's Rings,Not Registered
800,Georgi Mirchev Adamov,Male,25,18-25,173,64,BUL,1964,Gymnastics,Gymnastics Men's Pommelled Horse,Not Registered
800,Georgi Mirchev Adamov,Male,29,25-30,173,64,BUL,1968,Gymnastics,Gymnastics Men's Individual All-Around,Not Registered
800,Georgi Mirchev Adamov,Male,29,25-30,173,64,BUL,1968,Gymnastics,Gymnastics Men's Team All-Around,Not Registered
800,Georgi Mirchev Adamov,Male,29,25-30,173,64,BUL,1968,Gymnastics,Gymnastics Men's Floor Exercise,Not Registered
800,Georgi Mirchev Adamov,Male,29,25-30,173,64,BUL,1968,Gymnastics,Gymnastics Men's Horse Vault,Not Registered
800,Georgi Mirchev Adamov,Male,29,25-30,173,64,BUL,1968,Gymnastics,Gymnastics Men's Parallel Bars,Not Registered
800,Georgi Mirchev Adamov,Male,29,25-30,173,64,BUL,1968,Gymnastics,Gymnastics Men's Horizontal Bar,Not Registered
800,Georgi Mirchev Adamov,Male,29,25-30,173,64,BUL,1968,Gymnastics,Gymnastics Men's Rings,Not Registered
800,Georgi Mirchev Adamov,Male,29,25-30,173,64,BUL,1968,Gymnastics,Gymnastics Men's Pommelled Horse,Not Registered
801,Tatyana Pavlovna Adamovich,Female,29,25-30,163,54,USA,1972,Fencing,"Fencing Women's Foil, Team",Not Registered
803,Anne Wilma Adams (-King),Female,16,Under 18,165,54,GBR,1976,Swimming,Swimming Women's 200 metres Butterfly,Not Registered
803,Anne Wilma Adams (-King),Female,16,Under 18,165,54,GBR,1976,Swimming,Swimming Women's 400 metres Individual Medley,Not Registered
804,Antoine Xavier Adams,Male,23,18-25,180,79,SKN,2012,Athletics,Athletics Men's 100 metres,Not Registered
804,Antoine Xavier Adams,Male,23,18-25,180,79,SKN,2012,Athletics,Athletics Men's 200 metres,Not Registered
804,Antoine Xavier Adams,Male,23,18-25,180,79,SKN,2012,Athletics,Athletics Men's 4 x 100 metres Relay,Not Registered
804,Antoine Xavier Adams,Male,27,25-30,180,79,SKN,2016,Athletics,Athletics Men's 100 metres,Not Registered
804,Antoine Xavier Adams,Male,27,25-30,180,79,SKN,2016,Athletics,Athletics Men's 200 metres,Not Registered
804,Antoine Xavier Adams,Male,27,25-30,180,79,SKN,2016,Athletics,Athletics Men's 4 x 100 metres Relay,Not Registered
805,April Jane Adams,Female,19,18-25,NULL,NULL,AUS,1992,Diving,Diving Women's Platform,Not Registered
806,"Bartlett S. ""Bart"" Adams",Male,38,Over 30,NULL,NULL,USA,1904,Golf,Golf Men's Individual,Not Registered
807,"Benjamin Willard ""Ben"" Adams",Male,22,18-25,188,78,USA,1912,Athletics,Athletics Men's Standing High Jump,Silver
807,"Benjamin Willard ""Ben"" Adams",Male,22,18-25,188,78,USA,1912,Athletics,Athletics Men's Standing Long Jump,Bronze
808,"Robert ""Bob"" Adams",Male,27,25-30,NULL,NULL,CAN,1952,Athletics,Athletics Men's Decathlon,Not Registered
809,Brian Adams,Male,27,25-30,183,67,GBR,1976,Athletics,Athletics Men's 20 kilometres Walk,Not Registered
811,Natalie Cammile Adams (-Brannan),Female,20,18-25,173,65,USA,2012,Swimming,Swimming Women's 200 metres Butterfly,Not Registered
811,Natalie Cammile Adams (-Brannan),Female,24,18-25,173,65,USA,2016,Swimming,Swimming Women's 200 metres Butterfly,Not Registered
812,David Dixie Adams,Male,30,25-30,188,79,RSA,2000,Tennis,Tennis Men's Doubles,Not Registered
813,Edgar Holmes Adams,Male,36,Over 30,NULL,NULL,USA,1904,Swimming,Swimming Men's 220 yard Freestyle,Not Registered
813,Edgar Holmes Adams,Male,36,Over 30,NULL,NULL,USA,1904,Swimming,Swimming Men's 880 yard Freestyle,Not Registered
813,Edgar Holmes Adams,Male,36,Over 30,NULL,NULL,USA,1904,Swimming,Swimming Men's One Mile Freestyle,Not Registered
813,Edgar Holmes Adams,Male,36,Over 30,NULL,NULL,USA,1904,Swimming,Swimming Men's 4 x 50 Yard Freestyle Relay,Not Registered
813,Edgar Holmes Adams,Male,36,Over 30,NULL,NULL,USA,1904,Swimming,Swimming Men's Plunge For Distance,Silver
814,Edward Adams,Male,NULL,NULL,NULL,NULL,GBR,1908,Boxing,Boxing Men's Featherweight,Not Registered
815,"Francis ""Frank"" Adams",Male,22,18-25,169,68,TTO,1976,Athletics,Athletics Men's 4 x 100 metres Relay,Not Registered
815,"Francis ""Frank"" Adams",Male,26,25-30,169,68,TTO,1980,Athletics,Athletics Men's 100 metres,Not Registered
816,"Frederick Thomas ""Fred"" Adams",Male,NULL,NULL,NULL,NULL,GBR,1920,Boxing,Boxing Men's Featherweight,Not Registered
817,"Gerard ""Gerry"" Adams",Male,38,Over 30,177,70,AUS,2000,Fencing,"Fencing Men's epee, Individual",Not Registered
817,"Gerard ""Gerry"" Adams",Male,38,Over 30,177,70,AUS,2000,Fencing,"Fencing Men's epee, Team",Not Registered
818,Harry Lester Adams,Male,31,Over 30,NULL,NULL,USA,1912,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",Not Registered
818,Harry Lester Adams,Male,31,Over 30,NULL,NULL,USA,1912,Shooting,"Shooting Men's Military Rifle, Three Positions, 300 metres",Not Registered
818,Harry Lester Adams,Male,31,Over 30,NULL,NULL,USA,1912,Shooting,"Shooting Men's Military Rifle, Any Position, 600 metres",Not Registered
818,Harry Lester Adams,Male,31,Over 30,NULL,NULL,USA,1912,Shooting,"Shooting Men's Military Rifle, 200, 400, 500 and 600 metres, Team",Gold
818,Harry Lester Adams,Male,39,Over 30,NULL,NULL,USA,1920,Shooting,"Shooting Men's Military Rifle, Prone, 300 metres",Not Registered
819,John E. Adams,Male,24,18-25,178,95,DOM,1984,Judo,Judo Men's Half-Heavyweight,Not Registered
820,"Judith C. ""Judi"" Adams",Female,37,Over 30,NULL,NULL,USA,1996,Archery,Archery Women's Individual,Not Registered
820,"Judith C. ""Judi"" Adams",Female,37,Over 30,NULL,NULL,USA,1996,Archery,Archery Women's Team,Not Registered
821,Keith Adams,Male,22,18-25,167,75,CAN,1972,Weightlifting,Weightlifting Men's Middleweight,Not Registered
822,Lennox Adams,Male,20,18-25,NULL,NULL,VIN,1988,Athletics,Athletics Men's Triple Jump,Not Registered
823,Liam Adams,Male,29,25-30,178,64,AUS,2016,Athletics,Athletics Men's Marathon,Not Registered
824,Luke Kendall Adams,Male,27,25-30,189,70,AUS,2004,Athletics,Athletics Men's 20 kilometres Walk,Not Registered
824,Luke Kendall Adams,Male,31,Over 30,189,70,AUS,2008,Athletics,Athletics Men's 20 kilometres Walk,Not Registered
824,Luke Kendall Adams,Male,31,Over 30,189,70,AUS,2008,Athletics,Athletics Men's 50 kilometres Walk,Not Registered
824,Luke Kendall Adams,Male,35,Over 30,189,70,AUS,2012,Athletics,Athletics Men's 50 kilometres Walk,Not Registered
